rec_idx,team_id,n_players,player_ids,player_names
178,337,31,109942|106736|102849|109922|107002|134021|104365|106687|104369|38053|140795|117298|60352|100353|126027|32653|102647|141726|117704|40604|47008|108430|118350|140793|141011|111864|140904|108401|110503|140794|108482,马泰奥·格兰迪|尼古拉·帕西尼|丹尼尔·卡佩萊蒂|伊拉迪|卢卡·巴洛科|雅各布·达里瓦|安东尼奥·奇内利|安德烈亚·纳利尼|斯特凡诺·贾科梅利|戴维·兰扎法梅|曼奇尼|彼得罗·佩里拉|纳韦尔·巴伦蒂尼|马泰奥·布鲁斯卡金|彼得罗·贝鲁阿托|卢卡·里戈尼|达维德·阿加齐|塞斯特|贾里·范德普特|里卡多·梅吉奥里尼|萨穆埃尔·隆戈|拉明·贾洛|戈里|杰拉迪|泽钦|埃马努埃莱·帕代拉|范托尼|西莫内·庞蒂索|洛里斯·宗塔|特鲁钦|尼古拉·达尔蒙特
179,342,34,110540|45788|44844|104811|45396|44843|138628|110852|44729|125368|44820|46862|63281|111156|123833|44834|104739|111157|139776|140499|126615|101758|132224|42606|123064|121107|140292|103558|139885|142837|136188|139639|140291|140709,米海尔·费里普斯|米格尔·阿劳霍|尼克·巴克|格伦·拜尔|卡内·卡夫兰|本·穆萨|卢卡·伯纳杜|塞尔希奥·佩尼亚|克里姆·弗雷|卢卡·阿季奇|米夏埃尔·德莱乌|斯特凡·范德雷|丹尼斯·特尔亨坎普|凯齐亚·费恩多普|让-皮埃尔·莱纳|里卡多·范赖恩|西蒙·蒂布林|罗伯特·德福斯|本·斯科尔特|拉托尔|尼古拉·劳尔森|保罗·格拉顿|马尔科·科拉尔|菲利克斯·维德瓦尔德|罗宾·亚尔芬|费尔哈特·格尔居吕|提默尔曼|德塞维奥·佩恩|德尼·格兰内奇尼|弗雷|弗拉克|塞古·西迪贝|卡奇亚诺|卡蒂
180,345,30,114659|119539|116024|122941|133367|125380|42475|117362|122953|44726|109001|32308|138419|113871|135094|135535|118203|122944|114562|128345|118298|36956|110106|127700|141854|117651|144653|119639|124865|140044,雅尼克·范奥施|马丁·安加|罗埃尔·扬森|克林特·埃塞尔斯|乔治·考克斯|齐安·弗莱明|本·里恩斯特拉|泰斯法尔德特·泰基耶|利桑德罗·塞梅多|马茨·塞恩琴斯|塞巴斯蒂安·波尔特|皮特·维尔图岑|乔舒亚·韦金|格雷瓜尔·阿米奥|迈克·范贝宁|拉扎罗斯·罗塔|萨穆埃尔·穆图萨米|卡斯特拉蒂|维林登|纳齐姆·阿布拉克|伊曼努利迪斯|勒罗伊·乔治|埃米尔·汉森|亨德里克斯|弗朗森|范登布杰斯|普鲁伊门|米卡尔·蒂潘|布雷克斯|巴诺·帕克斯
181,349,29,106804|140648|117839|127517|135521|132069|117702|114150|110351|134996|121019|47705|126488|140917|38395|103541|140437|120400|143241|124782|133611|127613|132473|140860|106869|139833|125401|125404|61066,雅尼斯·布拉斯维希|莱斯|马茨·克内斯特|诺厄·法迪加|贾科莫·夸利亚塔|奥雷斯蒂斯·基奥穆尔佐格卢|卢卡斯·朔夫斯|卢卡·德拉托雷|阿佐伊|埃利亚斯·谢拉-卡佩莱蒂|锡南·巴克什|米海尔·布劳沃|科恩·比克尔|欧贝拉|蒂姆·布勒克斯|杰夫·哈德费尔特|罗哈特·阿格卡|卡斯珀·雅各布森|易卜拉希莫格鲁|德拉诺·布尔索尔格|默罕默德·阿米西|艾哈迈德·库图朱|阿德里安·瑟克|梅森霍勒|罗宾·普罗珀|马尔科·伦特|哈瓦约·巴克博|特恩·拜勒费尔德|拉伊·弗卢特
182,351,27,138576|57331|47808|127309|38043|109035|119875|125873|130710|117785|42817|61062|114092|42494|141036|143716|101737|133730|102927|114093|61069|136443|139835|40433|134925|107499|126177,马杜卡·奥科耶|巴特·弗里恩茨|米夏埃尔·埃朗|迪尔克·阿贝尔斯|阿龙·迈耶斯|布里安·斯米茨|阿卜杜·哈鲁伊|沃特·布格尔|斯文·迈南斯|恩格斯|伦纳特·蒂|本亚明·范莱尔|米海尔·法布里|汤米·伯格尔斯代克|维亚内洛|范穆勒姆|杰弗里·福特斯|米尔施塔特|阿迪尔·奥阿萨|德罗伊·德瓦尔特|丹泽尔·赫拉芬贝尔赫|雷达·卡彻奇|伊曼纽尔·埃梅加|蒂姆·科雷曼斯|奥古斯丁·德拉克佩|米卡·平托|拉罗斯·迪阿尔泰
183,355,29,112465|120889|106848|118144|125051|112473|116026|135147|126636|112484|104812|118287|9028|119666|132225|126867|140293|140822|40543|36958|108991|107667|117876|125872|127641|139640|47055|129963|112478,德拉诺·范克罗伊|达格拉卡|阿尔然·斯温克尔斯|托比亚斯·帕霍尼克|莱昂·古瓦拉|丹尼·波斯特|特里斯滕·德克尔|瓦西姆·伊萨努斯|亚库鲁·勒默尔|维托·范克洛伊|贾法尔·阿里亚斯|布拉姆·韦尔邦|克里斯蒂安·库姆|罗伊·格尔米|斯特芬·沙费尔|西蒙·扬松|斯里菲|纳比|许斯·许珀茨|约翰|齐内丁·马沙赫|阿纳斯塔西奥斯·多尼斯|乔治·亚库马基斯|托尔斯滕·基施鲍姆|延斯·克拉梅尔|卢卡斯·施米茨|克里斯托斯·多尼斯|沙巴尼|亨特
184,357,30,100205|119150|119130|108684|126047|114239|135385|101130|107039|134474|108270|37650|118586|60732|110851|41144|118309|114331|109950|115157|128167|143071|109078|139912|144038|117636|134789|107799|126273|140600,费尔南多·弗朗西斯科·雷热斯|丘米|伊瓦尼尔多·费尔南德斯|艾托·布纽埃尔|亚历克斯·森特列斯|马努·莫拉内斯|塞缪尔·科斯塔|阿格·埃克特斯|胡安·比利亚尔|拉吉·拉马扎尼|萨迪克|吉奥尔吉·马卡里泽|尼古拉·马拉什|伊万·巴柳|阿基姆|拉多萨夫·佩特罗维奇|塞萨尔·德拉奥斯|卢卡斯·罗伯托内|弗兰·比利亚尔瓦|若昂·卡瓦略|何塞·科尔帕斯|罗德里格斯|何塞·卡洛斯·拉索|路易·塔雷斯|科罗·哈里洛|豪尔赫·昆卡|阿尔比尔|吉列尔梅·谢蒂内|乔迪·埃斯科瓦尔|古铁雷斯
185,361,32,47237|116508|33250|108118|106987|57225|104282|103690|38122|104706|103582|112534|110737|110755|102561|102833|60424|45576|103487|135976|117289|47404|60062|133199|138353|138135|140534|141917|133138|129981|138001|144522,保罗·加扎尼加|冈萨洛·贝尔杜|安东尼奥·巴拉甘|达尼·卡尔沃|何塞·安东尼奥·费尔南德斯|菲德尔|奥梅努克·姆富卢|劳尔·古蒂|巴勃罗·皮亚蒂|佩雷·米利亚|卢卡斯·博耶|埃德加·巴迪亚|迭戈·冈萨雷斯|何塞马·桑切斯|恩利贝尔顿·帕拉西奥斯|米格尔·西富恩特斯|约翰·莫吉卡|伊万·马尔科内|路易斯·桑切斯|乔尼·卡尔莫纳|特特·莫伦特|维克托·罗德里格斯|圭多·卡里略|路易斯·卡斯蒂略|路易·安德鲁|杰拉德·巴里|何塞·萨利纳斯|约翰·唐纳德|塞萨尔|纳乔·拉蒙|迭戈·布里|切赫·迪亚曼卡
186,362,31,107640|107722|100691|44953|44637|112061|111342|131358|116575|121864|107854|107901|63283|103631|131154|109849|138010|41096|144107|39498|102418|117934|142397|124277|126129|143137|142869|44950|61527|141749|114871,鲁文·亚涅斯|德耶内·达科纳姆|切马|达米安·苏亚雷斯|阿兰·尼奥姆|内马尼亚·马克西莫维奇|阿莱尼亚|胡安·伊格莱西亚斯|库库雷利亚|久保建英|恩内斯·于纳尔|大卫·索里亚|哈维尔·埃切塔|埃里克·卡瓦科|索菲安·恰克拉|马蒂亚斯·奥利韦拉|阿卜杜拉伊|弗朗西斯科·波尔蒂略|约瑟特·米兰达|安赫尔·迪亚斯|胡安·马塔|胡安·埃尔南德斯|尼昂|大卫·阿尔巴|诺兰|钦楚|阿库鲁古|戴维·蒂莫尔|毛罗·阿兰巴里|芬恩|达里奥·波维达
187,363,34,45291|100686|60444|138142|101967|134479|114279|118148|114288|102873|61070|128182|141616|41026|114489|140344|134997|8310|114896|100545|134762|134480|128077|142349|142350|140343|140576|140841|142351|138008|109081|140723|128184|134740,迭戈·马里尼奥|让-西尔万·巴班|博尔哈·洛佩斯|吉列尔莫·罗萨斯|萨乌尔·加西亚|何塞·格拉格拉|佩德罗·迪亚斯|纳乔·门德斯|艾托·加西亚|巴勃罗·佩雷斯|乌罗什·久尔杰维奇|克里斯蒂安·桑切斯|乔尔·希门尼斯|马克·巴连特|亚历克斯·萨拉亚|佩拉约·苏亚雷斯|波格丹·米洛瓦诺夫|哈维·富埃戈|克里斯蒂安·萨尔瓦多|卡洛斯·卡尔莫纳|库米奇|贝尔托·冈萨雷斯|维克托·坎普萨诺|阿杜拉|巴勃罗·迪兹|巴勃罗·加西亚|大卫·阿盖尔斯|马蒂奥·阿雷拉诺|梅切里兹|加斯帕尔·坎波斯|马努·加西亚|马可斯·特拉班科|佩拉约·莫里拉|策萨尔
188,364,40,126817|115011|105087|109989|145787|103454|116582|113958|133283|132254|132555|116571|141569|128142|100741|123718|124283|138653|141939|131341|102335|59510|63648|125798|36870|113686|132554|119821|100735|106922|118358|140351|115001|112527|127297|112502|121972|138012|140352|143669,阿历克斯·多明格斯|埃里克·库尔韦洛|托马斯·卡尔多纳|阿尔瓦罗·莱莫斯|塞尔吉·卡多纳|迈克尔·梅萨|塞尔希奥·鲁伊斯|拉法·穆希卡|马拉|基里安·罗德里格斯|埃杜·埃斯皮厄|塞尔吉·普伊格|索尔·可可|亚历克斯·迪亚斯|丹尼·卡斯特利亚诺|乔纳森|恩佐·洛约迪切|波尔|迭戈·古铁雷斯|奥斯卡·克莱门特|阿里代·卡夫雷拉|赫塞|塞尔吉奥·阿劳约|阿尔瓦罗·巴列斯|阿伊塔米·阿蒂莱斯|伊斯梅尔·阿斯曼|亚历克斯·苏亚雷斯|大卫·维森特|哈维·卡斯特利亚诺|克里斯蒂安·里韦拉|法比奥·冈萨雷斯|佐藤|贝尼托·拉米雷斯|克里斯蒂安·塞德雷斯|冈萨雷斯|保罗·米盖莱兹|佩吉诺|克劳迪奥|阿尔贝托·莫莱罗|埃列贾尔德
189,366,30,133667|43625|110727|113632|100131|107726|107880|116844|118044|47523|117997|63371|141529|44423|109972|63626|63383|138410|43174|141851|144614|58840|102712|143890|63696|102077|60896|103367|45157|126616,丹尼·卡尔德纳斯|奥斯卡·杜阿尔特|罗贝尔|松|托尼奥|米卡埃尔·马尔萨|梅莱罗|豪尔赫·德弗鲁托|埃尼斯·巴尔迪|罗赫尔·马蒂|达尼·戈麦斯|艾托·费尔南德斯|尤斯·蒙佐|科克|米拉蒙|克莱克|谢赫·杜库雷|亚历克斯·布莱萨|罗奇纳|塞维克扬|坎特罗|何塞·路易斯·莫拉莱斯|塞尔希奥·莱昂|帕布罗·科纳特|鲁本·维佐|波斯蒂戈|尼古拉·武克切维奇|内马尼亚·拉多亚|何塞·卡马帕尼亚|乔治·科乔拉什维利
190,368,0,,
191,370,32,113959|109091|103658|128150|35124|114297|118605|127571|111928|60425|121285|126793|60239|43387|121236|33225|104674|110811|42813|42434|100552|129980|133461|37391|60878|142745|126882|141710|127296|140890|134910|134750,卢卡·齐达内|奥斯卡·巴伦廷|埃米利亚诺·贝拉斯克斯|卡特纳|奥斯卡·特雷霍|桑蒂·科梅萨尼亚|马里奥·埃尔南德斯|弗兰·加西亚|伊西·帕拉松|阿尔瓦罗·加西亚|安德烈斯·马丁|莫罗|埃斯特万·萨韦尔希奇|路易斯·阿德文库拉|伊万·马托斯|马里奥·苏亚雷斯|何塞·安赫尔·波佐|霍纳坦·蒙铁尔|贝贝|莱昂纳多·乌略亚|米格尔·安赫尔·格雷罗|雅辛·卡斯米|安托尼·科特斯|阿尔韦托·加西亚|斯托勒·迪米特列夫斯基|冈萨雷斯|马丁·帕斯夸尔|伊克尔·奥尔特加|曼努埃尔·纳瓦罗|阿拉提亚|达尼埃尔·莫雷诺|马尔科
192,377,38,128299|113603|100246|114044|61177|112218|117779|142353|59589|119700|116543|37289|46850|133709|100261|142739|40390|113248|46531|38352|47429|116393|118412|101610|143195|133280|140577|132561|123047|128344|133281|133566|143196|133565|133567|119437|142352|102440,罗伯特·桑切斯|亚当·韦伯斯特|刘易斯·邓克|本·怀特|丹·伯恩|伊夫·比苏马|帕斯卡尔·格罗斯|雅库布·莫德|阿里雷扎·贾汉巴赫什|莱安德罗·特罗萨尔|亚历克西斯·马克·阿利斯特|贾森·斯蒂尔|乔尔·费尔特曼|塔里克·兰普泰|所罗门·马奇|卡博尼克|达维·普罗佩尔|何塞·伊斯基耶多|亚当·拉拉纳|丹尼·维尔贝克|尼尔·莫佩|珀西·塔乌|阿龙·康诺利|克里斯蒂安·沃尔顿|麦吉尔|海登·罗伯茨|莱安德·登东克尔|罗马里克·亚皮|约翰逊·韦尔|理查兹|史蒂文·阿尔扎特|泰迪·詹克斯|凯塞多|皮特·格瓦尔吉斯|朗文|安迪·泽奇里|卡德拉|弗洛林·安多内
193,378,29,117891|101781|126868|47068|104344|47382|41111|42549|124840|106436|40786|110698|137425|9043|35086|131057|100257|128426|59767|39259|57413|101359|133290|103830|100292|100297|127055|120813|138150,威尔·诺里斯|詹姆斯·塔尔科夫斯基|詹姆斯·邓恩|马修·洛顿|查尔斯·泰勒|阿什利·韦斯特伍德|杰克·科克|约翰·格维兹门松|德怀特·麦克尼尔|乔希·布朗希尔|克里斯托夫·伍德|皮科克-法雷尔|纳泰|菲利普·巴兹利|埃里克·彼得斯|安东尼·德里斯科尔-格伦农|戴尔·斯蒂芬斯|乔希·本森|罗伯特·布拉迪|杰伊·罗德里格斯|马捷·维德拉|阿什利·巴恩斯|路易斯·理查森|尼古拉斯·波普|凯文·朗|本杰明·米|安东尼·戈梅·曼奇尼|乔尔·穆博刚|马克斯·汤普森
194,379,35,101150|106415|106421|115326|142858|126919|40882|59771|143116|109128|114999|100988|30315|47023|114032|134769|40563|47640|59159|140195|108925|114971|101653|132134|140378|118828|38794|135507|134768|133287|141948|118340|141949|142747|143117,狄龙·菲利普斯|埃登·弗林特|马龙·派克|柯蒂斯·内尔松|佩里恩格|恰龙·布朗|莱昂德罗·巴库纳|约瑟夫·罗尔斯|科尔威尔|哈里·威尔逊|基弗·摩尔|亚力山大·史密西斯|苏莱曼尼·班巴|肖恩·莫里森|威尔·沃尔克斯|鲍恩|戴维·霍伊莱特|乔希·墨菲|乔纳森·威廉斯|埃文斯|谢伊·奥乔|马克·哈里斯|李·汤姆林|乔·戴|拉特克利夫|乔迪·奥塞-图图|乔·本内特|乔尔·巴甘|桑格|塔维奥·库阿库|基南·帕滕|艾萨克·瓦塞尔|查卡·辛巴|瓦特斯|戴维斯
195,382,31,38630|37294|32385|40704|134798|40569|40125|60914|43170|42578|59760|32135|37017|40302|47238|42660|60430|42666|61710|114906|38845|44401|114577|46598|46975|126926|37086|119868|143573|144115|44678,瓜伊塔|詹姆斯·汤姆金斯|加里·卡希尔|乔尔·沃德|米切尔|詹姆斯·麦卡锡|切库·库亚特|哈伊罗·里德瓦尔德|安德罗斯·汤森德|乔丹·阿尤|威尔弗里德·扎哈|韦恩·亨尼西|马马杜·萨科|斯科特·丹恩|纳撒尼尔·克莱因|帕特里克·范安霍尔特|卢卡·米利沃耶维奇|詹姆斯·麦克阿瑟|杰夫·施鲁普|埃伯里奇·埃泽|克里斯蒂安·本特克|米西·巴舒亚伊|让·菲利普·马泰塔|杰克·布特兰德|斯蒂芬·亨德森|萨姆·伍兹|马丁·凯利|内森·弗格森|汉纳姆|拉克萨基|康纳·威克姆
196,383,40,47357|132189|103869|110299|101075|131731|121449|101042|103511|101034|35165|59895|33266|144582|142336|128061|103797|118246|118939|126571|60521|142251|134422|140153|142323|142728|140154|142328|45269|141606|142324|142326|138358|142333|142327|144223|128314|140155|103878|132383,凯勒·罗斯|塞缪尔·埃德蒙森|马特·克拉克|内森·伯恩|克雷格·福赛思|贾森·奈特|格雷姆·欣尼|马丁·韦格霍恩|托马斯·劳伦斯|帕特里克·罗伯茨|科林·卡齐姆·理查兹|大卫·马绍尔|柯蒂斯·戴维斯|艾兰·卡辛|埃博塞勒|李·布坎南|克里斯蒂安·别利克|马克斯·伯德|贝尼·巴南吉梅|路易·西布利|乔丹·伊|沃森|约兹瓦克|艾德姆|耶特斯|福斯特-泰尼格|所罗门|克里斯蒂|安德烈·威兹德姆|麦克唐纳|巴德尔|威廉姆斯|乔丹·布朗|汤普森|奥萨泽·阿加蒂斯|迪克森|米切尔-劳森|乔希·肖尼巴雷|李·格雷戈里|邓肯
197,387,29,103279|108934|112857|103449|118163|101354|131040|110293|101107|108945|112106|106411|36893|46708|101250|138052|42376|101309|112861|101518|133562|42363|107081|118162|140177|115304|42657|101603|128293,巴尔托什·比亚尔科夫斯基|乔治·埃文斯|马伦·罗密欧|杰克·库珀|丹·麦克纳马拉|斯科特·马隆|比利·米切尔|瑞安·伍兹|梅森·本内特|杰德·华莱士|汤姆·布拉德肖|弗兰克·菲尔丁|亚历山大·皮尔斯|肖恩·哈钦森|默里·华莱士|海登·马勒|迈克尔·杰夫滕贝尔德|肖恩·威廉姆斯|本·汤普森|康纳·马奥尼|泰勒·伯雷|肯尼斯·佐霍尔|约恩·博德瓦尔松|瑞安·桑福德|赖特|瑞安·伦纳德|肖恩·弗格森|马修·史密斯|亚历山大
198,388,33,32485|140223|42353|126513|128309|126509|121441|101586|118733|112443|106443|59897|100133|101670|124297|102603|124355|121392|139707|104726|118328|40173|133107|140221|140222|113293|135070|140225|143251|135251|140224|141775|141776,蒂姆·克鲁尔|奥莫巴米德尔|格兰特·汉利|马克西米利安·阿龙斯|德米特里斯·吉亚努利斯|奥利弗·斯基普|肯尼思·麦克莱恩|萨姆·拜拉姆|托德·坎特维尔|马里奥·弗兰契奇|乔丹·赫吉尔|迈克尔·麦克格文|奥章·尼兰德|本·吉布森|蒙巴|哈维·金蒂利亚|雅各布·瑟伦森|奥内尔·埃尔南德斯|普热梅斯瓦夫·普瓦赫塔|基兰·道尔|马尔科·斯蒂佩尔曼|泰穆·普基|亚当·伊达|巴登|麦克拉肯|克里斯托夫·齐默尔曼|卢卡斯·鲁普|麦考尔|赖利|乔希·马丁|洪德马克|奥莫托耶|迪克森-彼得斯
199,389,32,47529|126289|112571|103291|114861|124360|126299|100158|110472|102572|130685|40994|114153|30345|103152|121439|44706|103366|40293|101777|103294|133184|59774|114510|33817|39266|120852|141786|106422|101251|45135|132943,布里斯·桑巴|洛伊克·姆贝素|乔·沃勒尔|塞勒斯·克里斯蒂|尤里·里贝罗|瑞安·耶茨|詹姆斯·加纳|安东尼·科诺凯特|菲利普·克罗维诺维奇|刘易斯·格拉班|莱尔·泰勒|阿卜杜拉耶·迪亚洛|乔丹·史密斯|迈克尔·道森|托比亚斯·菲格雷多|斯科特·麦克纳|卡尔·詹金森|泰勒·布莱克特|杰克·科尔巴克|哈里·阿特|卡福|亚历克斯·迈滕|格伦·默里|加布里埃尔|加埃唐·邦|桑巴·索乌|福阿德·巴希鲁|斯旺|卢克·弗里曼|约瑟夫·洛利|萨米·阿梅奥比|布伦南·约翰森
200,391,40,132022|113426|122717|132970|118173|117931|109391|118174|129369|104020|108701|43976|135233|100142|135068|140206|140851|113406|33258|142369|46812|103951|104685|126418|132890|140633|101141|127537|135050|140203|112574|113380|140082|140204|140635|118279|142368|141734|140634|118175,卢克·索思伍德|安迪·亚当|托马斯·霍姆斯|托马斯·埃斯特韦斯|奥马尔·理查兹|阿尔法·塞梅多|乔希·劳伦特|安德鲁·里诺莫塔|迈克尔·奥利塞|约翰·斯威夫特|亚库·梅特|拉斐尔·卡布拉尔|科尼亚·博伊斯-克拉克|利亚姆·穆尔|刘易斯·吉布森|泰泰克|拉蒙·阿齐兹|奥维穆诺·埃贾里亚|索内·阿鲁科|马马迪·卡马尔|卢卡斯·若奥|萨姆·鲍多克|乔治·普斯卡什|塞缪尔·沃克|约库尔·安德松|约瑟夫·阿约瑟|迈克尔·莫里森|托马斯·麦金太尔|杰里尔·多塞特|阿贝|沃森|费利佩·阿拉鲁纳|伊万里··塞缪尔斯|布里斯托|彭德伯里|瑞安·伊斯特|劳利斯|奥宁|萨基|萨姆·史密斯
201,394,37,39194|115320|63640|132852|101191|101667|63508|38789|116296|121432|59160|103116|59618|101587|104008|134835|138444|127140|126532|139728|59773|111449|113573|102204|141971|142455|102948|142457|115348|127094|142456|61715|138607|59800|132452|101350|140248,凯伦·韦斯特伍德|夏恩·邓克利|萨姆·哈钦森|尤利安·博内尔|利亚姆·帕尔默|亚当·里奇|乔伊·佩鲁佩西|巴里·班南|卡勒姆·佩特森|乔舒亚·温达斯|乔丹·罗兹|乔·威尔德史密斯|约斯特·范阿肯|汤姆·利斯|多米尼克·约尔法|乌霍海德|夏兰·布伦南|利亚姆·肖|亚历克斯·亨特|费萨约·德勒·巴希鲁|卡迪姆·哈里斯|安德烈·格林|埃利亚斯·卡春加|卡梅伦·道森|杰克逊|伦德尔|摩西·奥杜巴约|埃拉特-汤普森|彭尼|赖斯|加尔文|马西莫·隆戈|利亚姆·沃尔多克|以赛亚·布朗|科雷德·阿德多因|杰克·马里奥特|哈根
