rec_idx,team_id,n_players,player_ids,player_names
276,1240,40,43955|119843|41275|114366|135356|47825|104319|132672|47832|128960|42945|124434|38288|141098|141099|115024|43646|105179|43647|61510|133552|114368|126083|126236|119844|141097|144056|141096|141361|125682|141100|142320|144057|141823|141102|132673|141101|135357|115023|141103,索萨|塞尔希奥·巴雷托|胡安·因绍拉尔德|法夫里西奥·布斯托斯|托马·奥尔特加|卢卡斯·罗梅罗|多明戈·布兰科|卢卡斯·冈萨雷斯|塞瓦斯蒂安·帕拉西奥斯|阿兰·贝拉斯科|西尔维奥·罗梅罗|米尔顿·阿尔瓦雷斯|埃塞基耶尔·穆尼奥斯|科斯塔|奥斯塔丘克|冈萨洛·阿西斯|罗德里格斯|阿德里安·阿雷吉|巴勃罗·埃尔南德斯|安德烈斯·罗亚|布莱恩·马丁内斯|尼古拉斯·梅西尼蒂|乔纳坦·埃雷拉|伦索·巴基亚|胡安·迪洛伦索|祖里塔|贝拉斯克斯|莫斯辰|加西亚|卡洛斯·贝纳维德斯|帕奇尼|查韦斯|库拉克|罗特拉|维拉兹科|阿兰·索尼奥拉|波佐|胡安·达罗萨|加斯东·托尼|兰达布鲁
277,1241,39,44037|41295|140873|61128|60095|140874|135928|102966|141916|124590|7255|141358|126108|141559|144162|119800|141869|111220|141360|118639|124994|140875|117591|110480|63410|108770|61117|41536|127284|143293|42177|63653|121301|133598|114377|41276|108760|130796|38257,阿兰·阿格雷|克里斯蒂安·莱马|马卡利|约纳坦·卡夫拉尔|胡利安·费尔南德斯|斯福尔扎|曼纽尔·利亚诺|马蒂亚斯·奥里韦拉|辛格拉尼|朱斯托·贾尼|马克西·罗德里格斯|巴雷西纳|曼努埃尔·卡帕索|曼西利亚|卢恰诺|法昆多·纳达林|卡尔卡泰拉|费尔南多·贝卢斯基|拉米罗·索多|恩索·卡夫雷拉|马西奥尼|阿吉雷|亚历克西斯·罗德里格斯|拉米罗·马卡尼奥|圣地亚哥·詹蒂莱蒂|曼努埃尔·瓜尼尼|埃斯科巴|马里亚诺·比托洛|胡安·弗雷泰斯|托马斯·贝尔多齐|巴勃罗·佩雷斯|乔纳坦·克里斯塔尔多|赫罗尼莫·卡奇亚韦|尼克拉斯·卡斯特罗|弗朗哥·内赫里|毛罗·福米卡|丹尼斯·罗德里格斯|弗朗西斯科·冈萨雷斯|伊格纳西奥·斯科科
278,1242,40,60351|60200|105117|102610|141350|129360|113072|111282|141351|105202|35252|141349|127559|128391|130636|135141|109852|141822|45652|132671|130794|110872|141354|110987|140871|144144|142313|44856|141352|141353|142248|144140|144143|144146|144148|144142|144145|144141|141355|142314,豪尔赫·布罗恩|费雷拉|华金·拉索|达米安·马丁内斯|布兰科|罗德里戈·比利亚格拉|大卫·奥赫达|迭戈·萨巴拉|费雷拉|卢卡斯·甘巴|马尔科·鲁文|罗梅罗|法昆多·阿尔马达|加斯东·阿维拉|费尔南多·托伦特|琼·马扎科|拉布纳尔|桑吉奥瓦尼|埃米利亚诺·韦基奥|弗朗切斯科·洛塞尔索|阿兰·马里内利|帕特里西奥·库基|马丁内斯|霍苏埃·迪亚斯·阿亚拉|马斯洛夫斯基|戈麦斯|佛朗哥|法比安·里纳乌多|吉诺·因凡蒂诺|马蒂奥·塔隆戈|贾科内|博纳诺特|圣地亚哥·加西亚|哈拉|佩拉尔塔|卢西亚诺·费雷拉|伊格莱西亚斯|布斯托斯|鲁索|弗雷亚斯
279,1243,39,43756|126535|45597|127050|111067|141356|134022|108758|60042|43668|112888|60288|103586|4193|134871|109615|126620|134878|131948|48009|37345|60197|111420|129361|134870|47582|42952|134872|108725|127283|45809|134876|142315|143642|134023|143643|143644|134877|126980,塞瓦斯蒂安·托里科|费德里科·加托尼|迭戈·布拉希埃里|马塞洛·埃雷拉|加夫列尔·罗哈斯|罗萨内|胡里安·帕拉西奥斯|哈利尔·埃利亚斯|胡安·拉米雷斯|奥斯卡·罗梅罗|尼古拉斯·费尔南德斯|费尔南多·莫内蒂|何塞·德维奇|法布里西奥·科洛奇尼|弗朗西斯科·弗洛里斯|耶松·戈迪略|因萨乌拉尔德|马里亚诺·佩拉尔塔·鲍尔|奥古斯丁·马尔泰加尼|安赫尔·罗梅罗|佛朗哥·迪桑托|卢卡斯·梅拉诺|佛朗哥·特罗扬斯基|劳塔罗·洛佩斯|里瓦德内拉|亚历杭德罗·多纳蒂|吉诺·佩鲁齐|卢塞罗|布鲁诺·皮通|费尔南德斯|迭戈·罗德里格斯|亚历克西斯·萨韦利亚|戈多伊|贾伊|路易斯·塞凯拉|波拉|苏伊卡|阿古斯丁·豪施|亚历山大·迪亚斯
280,1244,40,43380|104548|45992|119138|132819|114591|61010|126349|127518|60240|102227|41270|106339|132817|115375|119793|60145|141648|43814|111104|47583|111027|135424|124249|132816|141206|141211|143406|132818|141207|141209|141212|135269|135541|41537|134439|144279|135423|141647|141649,亚历山大·多明格斯|马蒂亚斯·德洛斯·桑托斯|劳塔罗·贾内蒂|埃尔南·德拉富恩特|米格尔·布里苏埃拉|卡塞雷斯|巴勃罗·加尔达梅斯|蒂亚戈·阿尔马达|卢卡·奥雷利亚诺|森图里昂|胡安·卢塞罗|卢卡斯·霍约斯|路易斯·阿布拉姆|达米安·费尔南德斯|托马斯·圭达拉|弗朗西斯科·奥尔特加|赫罗尼莫·波夫莱特|穆勒特|费德里科·曼库埃略|奥古斯丁·博萨特|卢卡斯·汉松|克里斯蒂安·塔拉戈纳|弗洛里安·蒙松|马蒂亚斯·博尔戈尼奥|法昆多·佩罗内|戈麦斯|佩尔尼科内|伊恩·拉索|华金·加西亚|卡瓦纳|迪勒纳|佩罗内|法昆多·卡塞雷斯|尼古拉斯·加拉亚尔德|里卡多·阿尔瓦雷斯|伊萨亚斯·巴罗萨|科罗内尔|费德里科·韦尔萨奇|洛巴托|佩莱格里诺
281,1245,29,123100|108262|46028|120333|101116|107657|113408|61211|104490|106280|121402|41142|41204|110910|43746|137993|114637|130506|135583|138662|30391|41425|63400|61475|115664|135582|135318|138522|115367,埃弗森|伊戈尔·拉贝洛|雷维尔|古加|吉列尔梅·阿拉纳|雅伊尔|阿兰|纳塔恩|约兰|基诺|马若尼|维克托|拉斐尔·蒙特罗|加布里埃尔|马里亚诺|阿兰·佛朗哥|费德里科·萨拉乔|迪兰·博雷罗|杰斐逊·萨瓦里诺|萨维奥|迭戈·塔尔德利|爱德华多·巴尔加斯|爱德华多·萨沙|儒尼奥尔·阿隆索|布埃诺|古斯塔沃·恩里克|杜杜|卡列布|马金尼奥斯
282,1246,30,115645|115244|113076|133468|135009|135502|115127|140020|135015|110917|132299|110630|135206|106360|107058|113998|128421|135006|11055|126447|135014|138483|139903|38353|107259|120302|135007|111302|134483|120168,迭戈|卡努|马塞洛·孔塞桑|沃利|乌戈|罗米尔多|路易斯·奥塔维奥|戴维·阿劳乔|艾尼奥|布鲁诺·纳扎里奥|拉斐尔·纳瓦罗|绍洛|戴维·索萨|费德里科·巴兰德圭|凯温|卡斯卡多|卢卡斯·巴罗斯|文德尔·莱萨|本田圭佑|鲁安|亚历山大·莱卡罗斯|马修斯·巴比|马特乌斯·纳西门托|迭戈·卡瓦列里|拉斐尔·福斯特|海勒森|韦斯利|马西尼奥|卡约·亚历山大|伊万·安古洛
283,1247,29,36943|113579|41220|36945|30377|119902|139706|46021|58728|110552|33307|136011|47134|57418|122328|42278|101877|109594|139947|41984|113878|114805|61452|58756|38124|126517|139705|126312|127932,卡西奥·拉莫斯|莱奥·桑托斯|吉尔|法格纳·孔塞尔瓦|法比奥·桑托斯|坎蒂略|罗尼|加布里埃尔|拉米罗|马特乌斯·维塔尔|乔|吉列尔梅|达尼洛·阿维拉尔|马龙|沙维尔|吉列尔梅·卡马舒|胡安·卡萨雷斯|安赫洛·阿劳斯|加布里埃尔·佩雷拉|罗慕洛·奥特罗|莱昂纳多·纳特尔|古斯塔沃·莫斯基特|卢安|瓦尔特·莱安德罗|米歇尔|埃德松|卢安|埃韦拉尔多|马特乌斯·阿尔瓦伦加
284,1248,31,36918|46237|45964|37337|9193|63730|104527|46023|130156|106609|58759|45514|115178|121259|127782|46925|61214|132038|46332|107778|46373|61525|111408|118499|140739|140849|135035|140740|135039|127063|140741,迭戈·阿尔维斯|威廉·阿朗|罗德里戈·卡约|毛里西奥·伊斯拉|菲利佩·路易斯|迭戈|热尔松|维蒂尼奥|米夏埃尔|布鲁诺·恩里克|加布里埃尔·巴尔博萨|塞萨尔|加布里埃尔·巴蒂斯塔|乌戈·苏扎|若奥·西奎拉|古斯塔沃·恩里克|莱奥·佩雷拉|若昂·卢卡斯|雷内|蒂亚戈·马亚|埃弗顿·里贝罗|乔治亚·德阿拉斯凯塔|佩德罗|图莱尔|奥塔维尼奥|米拉尼|伊塔洛|道格拉斯·赫苏斯|里奥斯|伊乌里|瑞安
285,1249,34,47873|111314|46379|132578|58712|137926|140617|118644|138488|7474|9144|35281|63169|115049|135399|104525|101134|113460|103350|42455|117403|135042|58717|126014|123725|132039|63705|139922|135224|126084|127785|131745|127209|109180,马科斯·费利佩|尼诺|卢卡斯·克拉罗|卡莱加里|埃吉迪奥|安德烈|马尔蒂内利|卡约·保利斯塔|路易斯·恩里克|内内|弗雷德|穆里尔|马特乌斯·费拉兹|弗拉赞|惠斯尼|丹尼洛·巴塞洛斯|赫德森|尤里·奥利韦拉|亚戈·费利佩|甘索|费尔南多·帕切科|米克尔·阿劳若|卢卡|若昂·洛佩斯|伊戈尔·加布里埃尔|卢安|伊戈尔·茹利昂|约翰·梅斯基塔|马特乌斯·纳西门托|卡皮沙巴|德尼尔松|米格尔·西尔韦拉|马科斯·保罗|马特乌斯·卡西尼
286,1250,0,,
287,1251,2,131864|114802,热费尔松|罗梅西奥
288,1252,32,114450|126747|45575|128451|110897|45626|58848|135079|107422|106605|119108|41189|135275|60201|46343|106235|132486|125011|132824|135547|101135|132043|58672|42274|113515|44619|135545|106631|117623|2520|8823|102611,丹尼尔|卢卡斯·里贝罗斯|维克托·奎斯塔|埃托尔|莫伊塞斯|埃德尼尔松|罗德里戈·林多索|若昂·佩格洛|帕特里克|蒂亚戈·加利亚多|尤里·阿尔贝托|达尼洛·费尔南德斯|佩德朗|伦索·萨拉维亚|翁德尔|罗德里戈·多拉多|何塞·加夫列尔|诺纳托|约翰尼|布鲁诺·普拉谢德斯|博斯奇利亚|毛里西奥|马科斯·吉列尔梅|马塞洛·隆巴|凯勒|罗德里戈·莫莱多|卡洛斯·爱德华多|罗迪内|茹萨|安德烈斯·达历山德罗|保罗·格雷罗|莱昂德罗·费尔南德斯
289,1254,23,113446|111407|113590|43977|123105|45886|43765|139680|132037|132446|127062|43975|101574|121277|46305|110684|128065|128861|135397|61643|114647|128064|111399,约翰|路易斯·费利佩|卢安·佩雷斯|帕拉|费利佩·若纳坦|阿利森|卡洛斯·桑切斯|马科斯·莱昂纳多|卢卡斯·布拉加|伊沃内|凯奥·若热|弗拉迪米尔|若昂·保罗|亚历克斯|马德森|若布松|桑德里|瓦格纳|雷尼尔|耶费尔松·索特尔多|阿图尔·戈麦斯|泰尔松·平托|拉涅尔
290,1255,34,46628|62013|133378|113452|46338|114595|119141|136031|134506|47456|59526|110394|115185|65134|110362|126362|113364|127826|35553|109932|119142|127139|61460|127825|131034|7507|136029|136030|7312|123730|118636|109785|117680|134512,蒂亚戈·沃尔皮|布鲁诺·阿尔维斯|迭戈·科斯塔|伊戈尔·维尼修斯|雷纳尔多|利齐耶罗|加布里埃尔·萨拉|安东尼奥·加莱亚诺|威灵顿|卢恰诺|巴勃罗|卢卡斯·佩里|蒂亚戈|罗伯特·阿沃莱达|莱奥|卢安·桑托斯|切切|罗德里戈·内斯特|埃尔纳内斯|维托尔·布埃诺|伊戈尔·戈梅斯|若纳斯·托罗|圣地亚哥·特雷列斯|儒尼奥尔|瓦尔塞|胡安弗兰|卢卡斯·塞纳|马科斯·儒尼奥尔|丹尼尔·阿尔维斯|埃利奥·茹尼奥|保利尼奥|卡内罗|布伦纳|胡安
291,1256,40,47959|47813|105269|136002|108881|132035|59336|103781|47951|134938|114325|111415|109842|143976|59407|61684|60337|125022|59364|135030|108883|42688|135031|128765|59354|141611|47952|132034|60980|60981|144586|144587|127778|114715|134164|144588|60711|144589|109147|132444,布雷安·科尔特斯|马蒂亚斯·萨尔迪维亚|埃米利亚诺·阿莫尔|杰森·罗雅斯|加夫列尔·苏阿索|布赖恩·索托|塞萨尔·富恩特斯|加布里埃尔·科斯塔|马丁·罗德里格斯|巴勃罗·索拉里|伊万·莫拉莱斯|卡拉巴利|法尔考|古铁雷斯|奥斯卡·奥帕索|阿尔博诺兹|吉尔|威廉·阿拉尔孔|莱昂纳多·瓦伦西亚|琼·克吕|费利佩·弗里茨|尼古拉斯·布兰迪|卢恰诺·阿里亚加达|胡利奥·菲耶罗|费利佩·坎波斯|古铁雷斯|布赖恩·贝哈尔|比森特·皮萨罗|里卡多·阿尔瓦雷斯|豪尔赫·阿拉亚|波蒂利亚|索托|胡安·加埃特|卡洛斯·比利亚努埃瓦|伊格纳西奥·雅拉|阿尔瓦拉多|马尔科·博拉多斯|汤普森|哈维尔·帕拉格斯|伊瓦拉
292,1257,24,110143|108187|140336|120141|45690|120071|45656|120265|128756|120152|40751|65062|65063|107558|126944|130800|120058|107511|127382|136933|103757|132145|136934|140886,霍埃尔·格雷特罗|马隆·托雷斯|奥尔蒂斯|克里斯蒂安·阿列塔|埃克托·基尼奥内斯|路易斯·帕斯|罗德里戈·乌雷尼亚|耶苏斯·卡夫雷拉|圣地亚哥·莫雷诺|杜万·贝尔加拉|阿德里安·拉莫斯|迭戈·诺沃亚|赫尔松·马拉贡|卡贝扎斯|路易斯·安德拉德|达尼埃尔·基尼奥内斯|拉斐尔·卡拉斯卡尔|尼古拉斯·希拉尔多|路易斯·桑切斯|恩默森·巴塔拉|罗德里格斯|吉列尔莫·穆里洛|卡洛斯·科尔特斯|贾拉米洛
293,1258,26,117820|108640|126583|117497|119988|128572|103963|135906|47775|117501|63806|45679|117495|117493|117686|128782|33926|61500|117819|141180|128783|117688|135907|128780|142272|128571,胡安·莫雷诺|安德烈斯·利纳斯|胡安·巴尔加斯|安德烈斯·罗曼|埃尔维斯·佩尔拉萨|胡安·佩雷拉|斯蒂文·维加|埃默松·罗德里格斯|戴维·席尔瓦|克里斯蒂安·阿朗戈|费尔南多·乌里韦|克里斯蒂安·巴尔加斯|布雷内尔·帕斯|费利佩·万格罗|奥马尔·贝特尔|胡安·加西亚|弗雷迪·瓜林|阿里松·莫希卡|胡安·萨拉萨尔|格拉|豪尔赫·伦希福|巴伦西亚|迭戈·阿瓦迪亚|克利韦尔·莫雷诺|鲁伊斯|里卡多·马克斯
294,1327,33,102098|103401|112931|104258|114055|39441|118306|61079|110920|132227|101033|109392|137339|104848|114574|104695|113985|47285|112907|126915|57000|120386|132934|110945|121431|110923|141709|117778|141835|119831|131117|120463|137207,迪恩|乔迪·德维斯|迪克|约安·巴尔贝|卡凯|李·华莱士|伊利亚斯·谢尔|斯特凡·约翰森|克里斯·威洛克|林登·戴克斯|查尔斯·奥斯汀|乔·拉姆利|沃尔什|托德·凯恩|尼古拉斯·海迈莱伊宁|多米尼克·鲍尔|卢克·阿莫斯|托马斯·卡罗尔|萨姆·菲尔德|费萨尔·贝塔赫|阿尔伯特·阿多马|乔治·托马斯|麦考利·邦恩|马尔辛·波尔佐佐斯基|利亚姆·凯利|康纳·马斯特森|霍金斯|查利·欧文斯|德席尔瓦|杜克-麦肯纳|奥德修斯·阿尔法|马尔科·拉姆基勒|凯尔曼
295,1328,31,104462|42576|126681|100869|126286|100946|139921|107563|107978|144099|60472|124274|45467|134033|133170|104871|108188|46987|144687|108706|145621|113908|104880|126680|126055|130207|140081|140028|130802|114460|42920,萨蒂兰·阿拉格贝|布鲁诺·曼加|塞努·库利巴利|福阿德·沙菲克|阿蒂尔·扎格雷|若尔丹·马里耶|威利蒂·尤努萨|贝桑特·塞利纳|阿布巴卡尔·卡马拉|锡韦|穆萨·科纳特|安东尼·拉乔皮|韦斯利·劳托阿|艾哈迈德·恩古亚姆萨|格洛迪·努贡达|迪迪埃·恩东|帕帕库利·迪奥普|亚希内·本齐亚|埃尔万·贝尔哈吉|巴尔德|查尔斯·科斯特斯|穆尼尔·舒亚尔|罗杰·阿萨雷|莱维·恩通巴|乔纳森·潘佐|萨沙·博埃|阿尼瓦尔·查拉|阿米尔··阿鲁鲁|埃里克·埃班伯|米哈伊·多布雷|弗雷德里克·萨马里塔诺
296,1329,29,110083|100780|113905|46490|114853|114724|104093|119818|60910|46724|104311|47336|108973|110689|100446|132341|40328|113125|115246|133081|100951|139918|115155|122033|100762|139919|140366|140026|140080,戈蒂埃·拉尔索纳|布伦丹·沙尔多内|让-凯万·迪韦纳|朱利安·法乌苏里耶|罗曼·佩罗|雨果·马涅蒂|哈里斯·贝尔克布拉|罗曼·费弗尔|弗兰克·奥诺拉|加埃唐·沙博尼耶|史蒂夫·穆尼耶|哈森|克里斯托弗·埃雷勒|皮埃尔·加布里埃尔|卢多维克·巴尔|利利安·布拉西耶|保罗·拉纳|费里斯·恩戈马|让·卢卡斯|希昂加·马南加·姆博克|罗曼·菲利波托|杰雷米·勒·杜阿龙|伊尔万·卡多纳|塞巴斯蒂安·西布瓦|丹尼斯·贝恩|伊德里萨·迪欧|法迪加|基利安·本温多|谢赫·邦古拉
297,1330,28,105074|115152|133292|106767|114856|128427|100934|133080|116376|127189|135396|130223|102045|145620|140079|117358|119112|46144|110461|118969|111026|113790|123078|113999|143200|123751|132295|140908,普雷德拉格·拉伊科维奇|武特·费斯|达里奥·马雷西克|托马斯·福科特|吉兰·科南|莫雷托·卡萨马|格扎维埃·沙瓦勒兰|纳塔内尔·姆布库|穆萨·敦比亚|布莱·迪亚|厄勒·图雷|迪亚利·恩迪亚耶|尤尼斯·阿卜杜勒-哈米德|穆斯塔法·姆博|福德·杜库雷|蒂博·德斯梅|德拉梅|瓦隆·贝里沙|马蒂厄·卡法罗|亚历克西斯·弗利普斯|阿贝尔·泽内利|德雷克·库特萨|卡伊·西尔赫伊斯|耶赫万·迪乌夫|维马林|恩佐·瓦朗廷|马歇尔·穆内齐|洛皮
298,1363,34,140173|40638|57257|114417|33104|118181|102312|109217|100181|110483|60798|109515|140833|140568|143108|63366|104478|104457|110508|140174|133390|38442|133206|103215|47830|104719|119757|140567|141701|125652|139656|141702|42062|109448,克雷斯皮|卢卡·马罗内|科菲·吉吉|朱塞佩·科莫|卢卡·奇加里尼|儒尼奥尔·梅西亚斯|艾哈迈德·本·阿里|佩德罗·佩雷拉|萨尔瓦托雷·莫利纳|亚当·乌纳|西米|马尔科·费斯塔|德奥特里奥|雅库比夫|德阿普里尔|安德烈亚·里斯波利|爱德华多·恩里克|雅各布·彼得里乔内|尼科洛·扎内拉托|米洛什·维利奇|路易斯·罗雅斯|埃马纽埃尔·里维埃|德尼斯·德勒古什|亚历克斯·科尔达兹|利桑德罗·马加利安|塞巴斯蒂亚诺·卢佩尔托|弗拉迪米尔·戈莱米奇|阿梅雷思|米诺格纳|阿尔卡迪乌什·雷卡|安东尼奥·拉涅里|蒂莫内里|安东尼奥·马佐塔|萨穆埃尔·迪卡尔米内
299,1386,23,52317|52318|52319|52320|52321|52322|52323|52324|52325|52327|52326|52328|53377|52302|52329|52330|52331|52332|55144|55145|52310|55146|55147,朱尼厄斯·克鲁克斯|佩里·希尔|爱德华·格里宾|莱昂·罗亚尔|泰奥波尔特·阿斯奎思|弗雷扎·马希|费里克·丹德尼亚|阿奇·辛普森|阿尼·阿尼斯|哈维·科尔曼|乔瑟林·托沙克|阿道尔夫·惠特克罗夫特|戈万·米伦|特雷弗·格雷沙姆|艾贡·特里默|费伊·哈登|博利斯·麦凯布|杰姆斯·布鲁尔|巴布·麦克道尔|贝弗利·唐纳利|加文·帕金|哈曼·塞尔林|亚历克斯·沃波尔
300,1493,26,30653|122495|58493|125070|57100|122493|122496|111747|125500|121167|122489|58496|43747|129468|135104|125232|132371|31506|57101|128777|111672|46251|122490|140507|111670|122486,西瓦拉克|班萨·亨维汶|希迪巴·坦冈|阿皮瓦·苑兰欣|纳鲁巴丁·威拉瓦诺敦|萨色拉·海巴空|拉达纳空·迈卡米|布兰登·奥尼尔|昂洙|麦孔|素帕猜·寨德|约萨蓬·蒂昂达|迪冈|萨尼森|麦克斯·克里维|丁纳空·阿素林|凯文·因格雷索|杰卡普恩·卡普伦|皮亚蓬·帕尼乍恭|差吉·拉达库|素帕楚·色拉差|萨穆埃尔|素帕纳·穆安塔|普丘姆|纳塔蓬·马拉潘|色拉育·颂宾
301,1528,27,102690|104371|122846|127509|60902|134443|122850|138600|134442|122844|143148|111150|102385|108713|109555|139965|57272|123442|60903|101523|119118|144690|100504|104283|115543|117079|130804,莱尔·科纳特|马克西姆·斯帕诺·拉乌|埃里克·范德纳贝勒|阿兰·兰盖|泰奥·佩勒纳尔|诺亚·迪利贝托|阿尔塞纳·埃洛戈|马蒂斯·皮库洛|艾梅·布图特奥乌|马莱克·谢尔吉|马卡卢|尼古拉·科西克|乔弗里·屈福|埃尔哈吉·达博|埃曼纽尔·恩蒂姆|伊斯梅尔·杜库尔|洛朗·多斯桑托斯|雅各布·阿贝德|塞西·德阿尔梅达|贾巴·坎卡瓦|穆萨·盖尔|雅辛·豪厄里|巴蒂斯特·纪尧姆|杰罗姆·普里奥尔|朱利安·马松|加埃唐·罗巴伊|梅泰汗·古克卢
302,1550,23,105074|112583|58845|36764|40429|60430|109375|40887|42378|111490|60554|43211|136774|44776|60508|138392|40240|110925|46864|40254|125038|111486|126940,普雷德拉格·拉伊科维奇|尼古拉·米伦科维奇|斯特凡·米特罗维奇|亚历山大·科拉罗夫|内马尼亚·古德利|卢卡·米利沃耶维奇|谢尔盖·米林科维奇-萨维奇|菲利普·尤里西奇|杜尚·塔迪奇|卢卡·约维奇|亚历山大·米特罗维奇|马尔科·德米特罗维奇|埃米尔·罗科夫|马蒂贾·纳斯塔西奇|尼科拉·马克西莫维奇|斯特拉希尼亚·帕夫洛维奇|内马尼亚·马蒂奇|马尔科·格鲁伊奇|菲利普·科斯蒂奇|阿德姆·利亚伊奇|拉多尼奇|杜尚·弗拉霍维奇|久尔哲·德斯波托维奇
303,1551,23,129146|129144|102922|143818|107641|60896|47414|61064|118389|129149|38051|102879|143817|43288|102898|143816|129147|121124|109948|143819|105013|40039|103400,米兰·米亚托维奇|伊戈尔·武亚契奇|马尔科·西米奇|武克切维奇|亚当·马鲁希奇|尼古拉·武克切维奇|马尔科·巴基奇|亚历山大·博列维奇|塞亚德·哈克萨巴诺维奇|斯特凡·穆戈沙|斯特凡·约维蒂奇|达尼耶尔·佩特科维奇|德拉戈耶维奇|斯特凡·萨维奇|扎尔科·托马舍维奇|索夫拉纳克|里斯托·拉杜诺维奇|亚历山大·什切基奇|科索维奇|萨维切维奇|弗拉迪米尔·约沃维奇|法托斯·贝奇莱|迪诺·伊斯拉莫维奇
304,1588,34,126466|140315|132322|120437|110931|130721|101592|134990|119143|107932|101035|112963|109288|120381|133150|135169|113897|118177|127647|113407|143303|140065|132709|130714|127102|140162|130715|140163|140165|130720|140164|110936|118666|134691,布拉德利·柯林斯|海利克|托比·西比克|马斯·安诺生|布列塔因|卡勒姆·斯泰尔斯|亚历克斯·莫瓦特|罗玛尔·帕尔梅|维克托·阿德博耶乔|莫里斯|考利·伍德罗|杰克·沃尔顿|阿波·哈尔默|利亚姆·基钦|哈斯佩尔·莫恩|米迦勒·索尔鲍尔|乔丹·威廉斯|本杰明·威廉斯|克拉克·奥多尔|凯恩|本·汤普森|多米尼克·弗里泽尔|康纳·查普林|亨利·肯德里克|奥马尔|帕希|乔丹·海利威尔|温菲尔德|兰开斯特|埃利奥特·西姆斯|宾斯|乔丹·格林|乔治·米勒|艾登·马尔什
305,1589,0,,
306,1595,33,131394|140067|112791|112617|100071|131402|60532|110738|116568|131403|107517|112789|131338|103397|131395|110385|104689|111831|131400|136734|108500|104484|100723|131393|117994|140883|143306|140323|120347|140324|144003|112682|131404,詹弗兰科·加扎尼加|亚历山德鲁·帕什卡努|何塞·阿莫|帕里斯·阿多特|里奥斯·雷纳|奥斯卡·谢尔瓦|埃里克·莫兰|库罗·桑切斯|莫伊塞斯·德尔加多|卡塞|达尼·罗梅拉|卡罗|佩德拉扎|伊万·罗德里格斯|雅各巴·哈马尼|阿德里安·卡斯特利亚诺|塞尔希奥·阿古萨|巴勃罗·拉雷亚|萨乌尔·克雷斯波|于尔根·艾利提姆|巴勃罗·巴尔卡塞|加斯帕尔·帕纳德罗|尤里|马努·加西亚|马努·赫南多|乔纳坦·洛佩斯|埃杜·洛佩兹|何塞|亚历杭德罗·维德玛|马里奥·奥多内兹|阿齐兹·萨尼亚|卡洛斯·东塞尔|爱德华·博拉尼奥斯
307,1600,39,59454|4325|109248|109457|103981|127184|118041|114434|104675|118233|108043|113680|108453|111053|130461|145610|108181|112885|111359|113822|145613|60002|124928|39161|103120|141703|143487|109154|117840|63598|128118|103979|145612|104454|140988|145611|63277|100457|128259,拉斐尔·蒙特罗|克劳迪奥·泰尔齐|埃利奥·卡普拉多西|卢卡·维尼亚利|西莫内·巴斯托尼|吕西安·阿古姆|纳韦尔·埃斯特韦斯|托马索·波贝加|达尼埃莱·韦尔德|埃马努埃尔·贾西|姆巴拉·恩佐拉|蒂塔斯·克拉皮卡斯|马丁·埃尔利奇|里卡多·马尔基扎|阿迪安·伊斯迈利|尼科洛·贝托拉|胡安·拉莫斯|马泰奥·里奇|莱奥·塞纳|朱利奥·马焦雷|尼科洛·皮埃特拉|里卡多·萨波纳拉|凯文·阿古德洛|耶罗恩·佐特|伊万·普罗维德尔|瓦努奇|普奇|克里斯蒂安·德洛尔科|朱利安·沙博|雅科波·萨拉|萨尔瓦多·费雷尔|真纳罗·阿坎波拉|马可·艾文|费德里科·马蒂耶洛|阿菲|马蒂亚·加迪尼|迭戈·法里亚斯|安德烈·加拉比诺夫|罗伯托·皮科利
308,1706,35,46604|110790|140672|60510|115143|36847|42408|119693|132585|127051|123117|113788|46002|123830|126064|106580|42422|102105|101876|36848|38400|117791|142878|139847|126194|143417|140767|126198|135308|138104|125976|109542|126201|141655|143599,海因茨·林德纳|埃拉伊·居马尔特|哈达里|西尔万·威德默|拉乌尔·彼得雷塔|法比安·弗雷|帕伊蒂姆·卡萨米|埃东·热格罗瓦|达里安·马莱斯|马蒂亚斯·帕拉西奥斯|阿图尔|乔尔杰·尼科利奇|蒂姆·克洛泽|范德沃夫|贡萨洛·卡多佐|若热|陶兰特·扎卡|阿米·阿布拉西|卢卡·祖菲|瓦伦丁·斯托克|范沃尔夫斯温克尔|阿菲米科·普鲁鲁|塞内|费利克斯·格布哈特|埃利斯·伊苏菲|德勒|斯帕塔罗|雅尼克·马尔尚|奥格斯·布尼亚库|里里克·维希|安德里亚·帕杜拉|阿尔多·卡卢卢|尤利安·冯·莫斯|奇帕塔|亨齐克
