player_id,player_name,team_id
38640,基克·冈萨雷斯,4146
38644,迪奥戈,4941
38645,阿夫拉姆·帕帕佐普洛斯,133
38655,卡纳莱斯,194
38667,劳雷,2393
38682,达维德·桑顿,125
38684,内纳德·克尔斯蒂契奇,270
38685,马塞洛·拉龙多,2541
38697,奇普里安·德亚克,26
38700,安东尼·莫里斯,1179
38701,蒂莫泰·科洛杰伊恰克,418
38706,巴伦西亚加,258
38711,塔马斯·卡达尔,4168
38738,拉明·加萨马,5203
38740,克莱门特·格勒尼耶,218
38742,杰雷米·皮耶,213
38747,肯尼·斯特佩,5194
38761,内吉普·乌伊萨尔,273
38765,米卡埃尔·卢斯蒂格,17
38779,丹尼尔·帕雷霍,267
38780,克里斯·巴沙姆,4194
38784,彼得·古拉奇,22
38789,巴里·班南,394
38790,夏兰·克拉克,1
38791,纳森·贝克,1760
38794,乔·本内特,379
38796,托比·阿尔德韦雷尔德,9
38797,戴利·布林德,10
38800,卢西亚诺·纳尔辛格,250
38806,阿瑙德·苏楚因,36
38807,托梅乌·纳达尔,4302
38809,迪达克·比拉,259
38810,法布里西奥·阿戈斯托·拉米雷斯,178
38815,奥耶尔,263
38816,蒂亚戈·卡莱托,2468
38818,何塞·安赫尔,4146
38841,锡南·博拉特,1196
38843,埃利亚奎姆·曼加拉,110
38845,克里斯蒂安·本特克,9
38852,马尔科·法劳尼,336
38856,费代里科·佩卢索,1919
38858,斯特凡·色拉维,125
38859,洛伦佐·阿里奥多,4234
38861,詹马尔科·因格罗索,4928
38873,埃里克·比克法尔维,5201
38876,伊戈尔·阿尔马什,1182
38883,尤哈尼·奥贾拉,5235
38906,法比安·奥雷利亚纳,47
38925,桑德罗,1933
38934,约翰·博耶,1058
38937,盖尔·卡库塔,182
38941,米格尔·洛佩斯,1996
38947,阿兰·扎戈耶夫,1217
38956,原口元気,52
38975,武富孝介,2400
38983,山本修斗,2690
39020,大迫勇也,52
39161,耶罗恩·佐特,1600
39173,蒂亚戈·席尔瓦,45
39191,埃米利亚诺·帕帕,1921
39194,凯伦·韦斯特伍德,394
39206,尼尔·麦金,2
39215,雷纳托·奥古斯托,295
39216,维克托·摩西,135
39217,鲁伊·丰特,1974
39218,费代里科·马凯达,198
39223,丹尼尔·维拉尔瓦,1933
39225,卢卡斯·奥尔万,1237
39226,塞巴斯蒂安·科尔夏,216
39227,桑布·亚塔巴雷,4200
39230,勒内·科尔辛,23
39231,尼古拉·卡利尼奇,336
39238,理查德·斯蒂尔曼,2610
39245,萨姆·沃克斯,395
39255,凯文·麦克唐纳,178
39259,杰伊·罗德里格斯,378
39262,诺朗·鲁,1910
39266,桑巴·索乌,389
39276,阿卜杜勒-哈米德·考塔里,415
39281,福德·科伊塔,2625
39293,达米安·马克,2019
39301,扎戈·杜尔,1230
39324,尤拉伊·库茨卡,20
39325,维尔弗里德·博尼,1051
39353,米克尔·迪斯克鲁德,5355
39355,维加尔·赫登斯塔,5652
39356,尤尔根·谢尔维克,2070
39359,克里斯蒂安·安萨尔迪,333
39364,克里斯蒂安·诺沃亚,5296
39377,丹尼斯·格卢沙科夫,5298
39382,鲁斯兰·卡姆博洛夫,2618
39387,马塞洛,181
39394,埃迪马尔·弗拉加,2459
39414,格奥尔基·先尼科夫,1217
39417,帕维尔·马梅耶夫,2229
39420,杰米·朗费尔德,1987
39432,安德鲁·康西丁,1219
39434,彼得·帕莱特,1220
39441,李·华莱士,1327
39455,戴维·坦普莱顿,5312
39473,穆罕默迪,11
39474,马科·舍恩巴赫勒,1957
39477,让-弗朗索瓦·吉莱,1197
39478,安德烈亚·拉诺基亚,119
39483,弗朗切斯科·卡普托,1919
39498,安赫尔·迪亚斯,362
39538,安东·舒宁,31
39543,基里尔·孔巴罗夫,5197
39545,阿图尔·尤苏波夫,5296
39546,谢尔盖·捷列霍夫,5296
39547,亚历山大·杰尼索夫,5306
39550,亚历山大·科科林,124
39595,里卡多·桑托斯,5420
39597,马蒂亚斯·约翰松,1230
39602,埃特里特·贝里沙,1165
39638,杰伊洪·居尔塞兰,5202
39640,乌穆特·布卢特,5206
39674,科斯特尔·潘蒂利蒙,5355
39687,罗马诺·佩尔蒂科内,1920
39699,加里·梅德尔,47
39700,罗伯托·塞雷塞达,2192
39718,罗伯托·罗萨莱斯,1129
39719,萨洛蒙·龙东,1129
39722,约翰,4175
39730,彼得·佩卡里克,20
39749,比尔基尔·塞瓦尔松,1175
39756,康斯坦丁·瓦西列夫,1172
39773,塞尔索·博尔赫斯,42
39777,凯洛尔·纳瓦斯,42
39791,维洛索,2548
39798,阿尔多·科尔索,46
39801,路易斯·拉米雷斯,2676
39804,马丁·席尔瓦,49
39813,拉斐尔·罗莫,1129
39822,荣昊,5175
39823,于汉超,5173
39912,穆斯塔法·雅塔巴雷,1809
39926,弗洛伊德·阿伊特,1230
39936,亨里克·姆希塔良,125
39943,贾维德·侯赛因诺夫,1168
39948,马克西姆·波尔达切夫,1169
39960,德梅特里斯·克里斯托菲,1171
39964,谢尔盖·曾约夫,1172
39976,亚当·绍洛伊,22
39987,安德烈·阿吉乌斯,1181
39994,纳马斯科,1182
